esmini GIT REV: N/A
esmini GIT TAG: N/A
esmini GIT BRANCH: N/A
esmini BUILD VERSION: N/A - client build
Scenario File Name: ../../resources/xosc/synchronize.xosc
Number of Vehicles: 7
Index [-] , TimeStamp [sec] , #1 Entitity_Name [-] , #1 Entitity_ID [-] , #1 Current_Speed [m/sec] , #1 Wheel_Angle [deg] , #1 Wheel_Rotation [-] , #1 World_Position_X [-] , #1 World_Position_Y [-] , #1 World_Position_Z [-] , #1 Distance_Travelled_Along_Road_Segment [m] , #1 Lateral_Distance_Lanem [m] , #1 World_Heading_Angle [rad] , #1 Relative_Heading_Angle [rad] , #1 Relative_Heading_Angle_Drive_Direction [rad] , #1 World_Pitch_Angle [rad] , #1 Road_Curvature [1/m] , #2 Entitity_Name [-] , #2 Entitity_ID [-] , #2 Current_Speed [m/sec] , #2 Wheel_Angle [deg] , #2 Wheel_Rotation [-] , #2 World_Position_X [-] , #2 World_Position_Y [-] , #2 World_Position_Z [-] , #2 Distance_Travelled_Along_Road_Segment [m] , #2 Lateral_Distance_Lanem [m] , #2 World_Heading_Angle [rad] , #2 Relative_Heading_Angle [rad] , #2 Relative_Heading_Angle_Drive_Direction [rad] , #2 World_Pitch_Angle [rad] , #2 Road_Curvature [1/m] , #3 Entitity_Name [-] , #3 Entitity_ID [-] , #3 Current_Speed [m/sec] , #3 Wheel_Angle [deg] , #3 Wheel_Rotation [-] , #3 World_Position_X [-] , #3 World_Position_Y [-] , #3 World_Position_Z [-] , #3 Distance_Travelled_Along_Road_Segment [m] , #3 Lateral_Distance_Lanem [m] , #3 World_Heading_Angle [rad] , #3 Relative_Heading_Angle [rad] , #3 Relative_Heading_Angle_Drive_Direction [rad] , #3 World_Pitch_Angle [rad] , #3 Road_Curvature [1/m] , #4 Entitity_Name [-] , #4 Entitity_ID [-] , #4 Current_Speed [m/sec] , #4 Wheel_Angle [deg] , #4 Wheel_Rotation [-] , #4 World_Position_X [-] , #4 World_Position_Y [-] , #4 World_Position_Z [-] , #4 Distance_Travelled_Along_Road_Segment [m] , #4 Lateral_Distance_Lanem [m] , #4 World_Heading_Angle [rad] , #4 Relative_Heading_Angle [rad] , #4 Relative_Heading_Angle_Drive_Direction [rad] , #4 World_Pitch_Angle [rad] , #4 Road_Curvature [1/m] , #5 Entitity_Name [-] , #5 Entitity_ID [-] , #5 Current_Speed [m/sec] , #5 Wheel_Angle [deg] , #5 Wheel_Rotation [-] , #5 World_Position_X [-] , #5 World_Position_Y [-] , #5 World_Position_Z [-] , #5 Distance_Travelled_Along_Road_Segment [m] , #5 Lateral_Distance_Lanem [m] , #5 World_Heading_Angle [rad] , #5 Relative_Heading_Angle [rad] , #5 Relative_Heading_Angle_Drive_Direction [rad] , #5 World_Pitch_Angle [rad] , #5 Road_Curvature [1/m] , #6 Entitity_Name [-] , #6 Entitity_ID [-] , #6 Current_Speed [m/sec] , #6 Wheel_Angle [deg] , #6 Wheel_Rotation [-] , #6 World_Position_X [-] , #6 World_Position_Y [-] , #6 World_Position_Z [-] , #6 Distance_Travelled_Along_Road_Segment [m] , #6 Lateral_Distance_Lanem [m] , #6 World_Heading_Angle [rad] , #6 Relative_Heading_Angle [rad] , #6 Relative_Heading_Angle_Drive_Direction [rad] , #6 World_Pitch_Angle [rad] , #6 Road_Curvature [1/m] , #7 Entitity_Name [-] , #7 Entitity_ID [-] , #7 Current_Speed [m/sec] , #7 Wheel_Angle [deg] , #7 Wheel_Rotation [-] , #7 World_Position_X [-] , #7 World_Position_Y [-] , #7 World_Position_Z [-] , #7 Distance_Travelled_Along_Road_Segment [m] , #7 Lateral_Distance_Lanem [m] , #7 World_Heading_Angle [rad] , #7 Relative_Heading_Angle [rad] , #7 Relative_Heading_Angle_Drive_Direction [rad] , #7 World_Pitch_Angle [rad] , #7 Road_Curvature [1/m] , 
3339 , 9.132000 , Ego , 0 , 40.000000 , 0.000000 , 186.481171 , 8.687523 , 165.229339 , -0.281245 , 165.307147 , -7.930082, 1.566092, 0.002333, 0.002333, 0.002027 , -0.000044 ,NPC1 , 1 , 21.085521 , 0.000000 , 0.000000 , 5.181782 , 165.144259 , -0.280982 , 165.177103 , -4.425000, 1.563765, 0.000000, 0.000000,  0.002028 , -0.000044,NPC2 , 2 , 44.549217 , 0.000000 , 0.000000 , 8.181069 , 52.047067 , -0.043748 , 52.077140 , -8.000000, 1.567075, 0.000000, 0.000000,  0.001540 , -0.000014,NPC3 , 3 , 36.004711 , 0.000000 , 0.000000 , 12.061452 , 95.863795 , -0.127589 , 95.918247 , -11.700000, 1.566200, 0.000000, 0.000000,  0.002185 , -0.000026,NPC4 , 4 , 22.032149 , 0.000000 , 0.000000 , 8.911801 , 185.791664 , -0.321376 , 185.857825 , -8.000000, 1.562806, 0.000000, 0.000000,  0.001887 , -0.000049,MS1 , 5 , 0.000000 , 0.000000 , 0.000000 , 17.273021 , 299.760818 , -0.527586 , 300.000000 , -15.075000, 1.555571, 0.000000, 0.000000,  0.001923 , -0.000090,MS2 , 6 , 0.000000 , 0.000000 , 0.000000 , 23.378392 , 499.074109 , -0.840372 , 500.000000 , -15.075000, 1.516886, 0.000000, 0.000000,  0.000500 , -0.000320,
3346 , 9.153000 , Ego , 0 , 40.000000 , 0.000000 , 188.881180 , 8.691474 , 166.069330 , -0.282945 , 166.147136 , -7.928106, 1.566092, 0.002370, 0.002370, 0.002020 , -0.000044 ,NPC1 , 1 , 21.410991 , 0.000000 , 0.000000 , 5.184947 , 165.593793 , -0.281893 , 165.626734 , -4.425000, 1.563745, 0.000000, 0.000000,  0.002024 , -0.000044,NPC2 , 2 , 45.236472 , 0.000000 , 0.000000 , 8.184610 , 52.996918 , -0.045220 , 53.027106 , -8.000000, 1.567061, 0.000000, 0.000000,  0.001560 , -0.000014,NPC3 , 3 , 36.560300 , 0.000000 , 0.000000 , 12.064988 , 96.631320 , -0.129270 , 96.686013 , -11.700000, 1.566180, 0.000000, 0.000000,  0.002191 , -0.000026,NPC4 , 4 , 22.372236 , 0.000000 , 0.000000 , 8.915559 , 186.261284 , -0.322262 , 186.327642 , -8.000000, 1.562783, 0.000000, 0.000000,  0.001884 , -0.000049,MS1 , 5 , 0.000000 , 0.000000 , 0.000000 , 17.273021 , 299.760818 , -0.527586 , 300.000000 , -15.075000, 1.555571, 0.000000, 0.000000,  0.001923 , -0.000090,MS2 , 6 , 0.000000 , 0.000000 , 0.000000 , 23.378392 , 499.074109 , -0.840372 , 500.000000 , -15.075000, 1.516886, 0.000000, 0.000000,  0.000500 , -0.000320,
3353 , 9.176000 , Ego , 0 , 40.000000 , 0.000000 , 191.509750 , 8.695803 , 166.989320 , -0.284800 , 167.067125 , -7.925907, 1.566092, 0.002411, 0.002411, 0.002013 , -0.000044 ,NPC1 , 1 , 21.768266 , 0.000000 , 0.000000 , 5.188482 , 166.094354 , -0.282905 , 166.127404 , -4.425000, 1.563723, 0.000000, 0.000000,  0.002020 , -0.000044,NPC2 , 2 , 45.990732 , 0.000000 , 0.000000 , 8.188569 , 54.054576 , -0.046883 , 54.084893 , -8.000000, 1.567046, 0.000000, 0.000000,  0.001583 , -0.000015,NPC3 , 3 , 37.170122 , 0.000000 , 0.000000 , 12.068943 , 97.485962 , -0.131146 , 97.540926 , -11.700000, 1.566157, 0.000000, 0.000000,  0.002198 , -0.000026,NPC4 , 4 , 22.745559 , 0.000000 , 0.000000 , 8.919756 , 186.784212 , -0.323247 , 186.850789 , -8.000000, 1.562757, 0.000000, 0.000000,  0.001881 , -0.000049,MS1 , 5 , 0.000000 , 0.000000 , 0.000000 , 17.273021 , 299.760818 , -0.527586 , 300.000000 , -15.075000, 1.555571, 0.000000, 0.000000,  0.001923 , -0.000090,MS2 , 6 , 0.000000 , 0.000000 , 0.000000 , 23.378392 , 499.074109 , -0.840372 , 500.000000 , -15.075000, 1.516886, 0.000000, 0.000000,  0.000500 , -0.000320,
3360 , 9.198000 , Ego , 0 , 40.000000 , 0.000000 , 194.024033 , 8.699942 , 167.869310 , -0.286569 , 167.947115 , -7.923769, 1.566092, 0.002450, 0.002450, 0.002006 , -0.000045 ,NPC1 , 1 , 22.109573 , 0.000000 , 0.000000 , 5.191928 , 166.580659 , -0.283887 , 166.613814 , -4.425000, 1.563701, 0.000000, 0.000000,  0.002017 , -0.000044,NPC2 , 2 , 46.711346 , 0.000000 , 0.000000 , 8.192431 , 55.082097 , -0.048520 , 55.112543 , -8.000000, 1.567031, 0.000000, 0.000000,  0.001604 , -0.000015,NPC3 , 3 , 37.752710 , 0.000000 , 0.000000 , 12.072804 , 98.316256 , -0.132974 , 98.371486 , -11.700000, 1.566135, 0.000000, 0.000000,  0.002204 , -0.000027,NPC4 , 4 , 23.102193 , 0.000000 , 0.000000 , 8.923847 , 187.292247 , -0.324202 , 187.359038 , -8.000000, 1.562732, 0.000000, 0.000000,  0.001878 , -0.000049,MS1 , 5 , 0.000000 , 0.000000 , 0.000000 , 17.273021 , 299.760818 , -0.527586 , 300.000000 , -15.075000, 1.555571, 0.000000, 0.000000,  0.001923 , -0.000090,MS2 , 6 , 0.000000 , 0.000000 , 0.000000 , 23.378392 , 499.074109 , -0.840372 , 500.000000 , -15.075000, 1.516886, 0.000000, 0.000000,  0.000500 , -0.000320,
3367 , 9.217000 , Ego , 0 , 40.000000 , 0.000000 , 196.195465 , 8.703518 , 168.629301 , -0.288091 , 168.707106 , -7.921894, 1.566092, 0.002484, 0.002484, 0.002000 , -0.000045 ,NPC1 , 1 , 22.403250 , 0.000000 , 0.000000 , 5.194951 , 167.006228 , -0.284744 , 167.039476 , -4.425000, 1.563682, 0.000000, 0.000000,  0.002013 , -0.000044,NPC2 , 2 , 47.331592 , 0.000000 , 0.000000 , 8.195823 , 55.981283 , -0.049971 , 56.011843 , -8.000000, 1.567017, 0.000000, 0.000000,  0.001622 , -0.000015,NPC3 , 3 , 38.254067 , 0.000000 , 0.000000 , 12.076197 , 99.042849 , -0.134578 , 99.098313 , -11.700000, 1.566116, 0.000000, 0.000000,  0.002209 , -0.000027,NPC4 , 4 , 23.409053 , 0.000000 , 0.000000 , 8.927437 , 187.736831 , -0.325037 , 187.803810 , -8.000000, 1.562710, 0.000000, 0.000000,  0.001876 , -0.000049,MS1 , 5 , 0.000000 , 0.000000 , 0.000000 , 17.273021 , 299.760818 , -0.527586 , 300.000000 , -15.075000, 1.555571, 0.000000, 0.000000,  0.001923 , -0.000090,MS2 , 6 , 0.000000 , 0.000000 , 0.000000 , 23.378392 , 499.074109 , -0.840372 , 500.000000 , -15.075000, 1.516886, 0.000000, 0.000000,  0.000500 , -0.000320,
3374 , 9.240000 , Ego , 0 , 40.000000 , 0.000000 , 198.824036 , 8.707846 , 169.549291 , -0.289928 , 169.627095 , -7.919590, 1.566092, 0.002525, 0.002525, 0.001993 , -0.000045 ,NPC1 , 1 , 22.760474 , 0.000000 , 0.000000 , 5.198680 , 167.529604 , -0.285797 , 167.562967 , -4.425000, 1.563659, 0.000000, 0.000000,  0.002009 , -0.000045,NPC2 , 2 , 48.085706 , 0.000000 , 0.000000 , 8.200011 , 57.087112 , -0.051778 , 57.117814 , -8.000000, 1.567000, 0.000000, 0.000000,  0.001645 , -0.000015,NPC3 , 3 , 38.863777 , 0.000000 , 0.000000 , 12.080390 , 99.936425 , -0.136555 , 99.992180 , -11.700000, 1.566092, 0.000000, 0.000000,  0.002215 , -0.000027,NPC4 , 4 , 23.782322 , 0.000000 , 0.000000 , 8.931865 , 188.283593 , -0.326062 , 188.350803 , -8.000000, 1.562683, 0.000000, 0.000000,  0.001873 , -0.000049,MS1 , 5 , 0.000000 , 0.000000 , 0.000000 , 17.273021 , 299.760818 , -0.527586 , 300.000000 , -15.075000, 1.555571, 0.000000, 0.000000,  0.001923 , -0.000090,MS2 , 6 , 0.000000 , 0.000000 , 0.000000 , 23.378392 , 499.074109 , -0.840372 , 500.000000 , -15.075000, 1.516886, 0.000000, 0.000000,  0.000500 , -0.000320,
3381 , 9.260000 , Ego , 0 , 40.000000 , 0.000000 , 201.109741 , 8.711610 , 170.349282 , -0.291520 , 170.427085 , -7.917556, 1.566092, 0.002561, 0.002561, 0.001987 , -0.000045 ,NPC1 , 1 , 23.069920 , 0.000000 , 0.000000 , 5.201978 , 167.990901 , -0.286724 , 168.024365 , -4.425000, 1.563639, 0.000000, 0.000000,  0.002006 , -0.000045,NPC2 , 2 , 48.739183 , 0.000000 , 0.000000 , 8.203718 , 58.061767 , -0.053390 , 58.092598 , -8.000000, 1.566985, 0.000000, 0.000000,  0.001664 , -0.000016,NPC3 , 3 , 39.392022 , 0.000000 , 0.000000 , 12.084104 , 100.724008 , -0.138302 , 100.780020 , -11.700000, 1.566071, 0.000000, 0.000000,  0.002220 , -0.000027,NPC4 , 4 , 24.105660 , 0.000000 , 0.000000 , 8.935781 , 188.765502 , -0.326965 , 188.832916 , -8.000000, 1.562660, 0.000000, 0.000000,  0.001870 , -0.000049,MS1 , 5 , 0.000000 , 0.000000 , 0.000000 , 17.273021 , 299.760818 , -0.527586 , 300.000000 , -15.075000, 1.555571, 0.000000, 0.000000,  0.001923 , -0.000090,MS2 , 6 , 0.000000 , 0.000000 , 0.000000 , 23.378392 , 499.074109 , -0.840372 , 500.000000 , -15.075000, 1.516886, 0.000000, 0.000000,  0.000500 , -0.000320,
3388 , 9.280000 , Ego , 0 , 40.000000 , 0.000000 , 203.395462 , 8.715373 , 171.149274 , -0.293108 , 171.227076 , -7.915492, 1.566092, 0.002597, 0.002597, 0.001982 , -0.000045 ,NPC1 , 1 , 23.379344 , 0.000000 , 0.000000 , 5.205329 , 168.458385 , -0.287660 , 168.491952 , -4.425000, 1.563618, 0.000000, 0.000000,  0.002002 , -0.000045,NPC2 , 2 , 49.392609 , 0.000000 , 0.000000 , 8.207490 , 59.049487 , -0.055043 , 59.080450 , -8.000000, 1.566970, 0.000000, 0.000000,  0.001683 , -0.000016,NPC3 , 3 , 39.920227 , 0.000000 , 0.000000 , 12.087884 , 101.522148 , -0.140077 , 101.578425 , -11.700000, 1.566049, 0.000000, 0.000000,  0.002225 , -0.000027,NPC4 , 4 , 24.428974 , 0.000000 , 0.000000 , 8.939760 , 189.253873 , -0.327878 , 189.321496 , -8.000000, 1.562636, 0.000000, 0.000000,  0.001868 , -0.000050,MS1 , 5 , 0.000000 , 0.000000 , 0.000000 , 17.273021 , 299.760818 , -0.527586 , 300.000000 , -15.075000, 1.555571, 0.000000, 0.000000,  0.001923 , -0.000090,MS2 , 6 , 0.000000 , 0.000000 , 0.000000 , 23.378392 , 499.074109 , -0.840372 , 500.000000 , -15.075000, 1.516886, 0.000000, 0.000000,  0.000500 , -0.000320,
3395 , 9.299000 , Ego , 0 , 40.000000 , 0.000000 , 205.566895 , 8.718949 , 171.909265 , -0.294612 , 171.987067 , -7.913505, 1.566092, 0.002632, 0.002632, 0.001976 , -0.000046 ,NPC1 , 1 , 23.672900 , 0.000000 , 0.000000 , 5.208561 , 168.908071 , -0.288560 , 168.941737 , -4.425000, 1.563597, 0.000000, 0.000000,  0.001999 , -0.000045,NPC2 , 2 , 50.012603 , 0.000000 , 0.000000 , 8.211133 , 59.999598 , -0.056651 , 60.030689 , -8.000000, 1.566954, 0.000000, 0.000000,  0.001701 , -0.000016,NPC3 , 3 , 40.421372 , 0.000000 , 0.000000 , 12.091537 , 102.289899 , -0.141788 , 102.346431 , -11.700000, 1.566028, 0.000000, 0.000000,  0.002230 , -0.000028,NPC4 , 4 , 24.735706 , 0.000000 , 0.000000 , 8.943600 , 189.723651 , -0.328755 , 189.791474 , -8.000000, 1.562612, 0.000000, 0.000000,  0.001865 , -0.000050,MS1 , 5 , 0.000000 , 0.000000 , 0.000000 , 17.273021 , 299.760818 , -0.527586 , 300.000000 , -15.075000, 1.555571, 0.000000, 0.000000,  0.001923 , -0.000090,MS2 , 6 , 0.000000 , 0.000000 , 0.000000 , 23.378392 , 499.074109 , -0.840372 , 500.000000 , -15.075000, 1.516886, 0.000000, 0.000000,  0.000500 , -0.000320,
3402 , 9.319000 , Ego , 0 , 40.000000 , 0.000000 , 207.852600 , 8.722712 , 172.709256 , -0.296190 , 172.787057 , -7.911385, 1.566092, 0.002669, 0.002669, 0.001970 , -0.000046 ,NPC1 , 1 , 23.982288 , 0.000000 , 0.000000 , 5.212019 , 169.387611 , -0.289518 , 169.421383 , -4.425000, 1.563576, 0.000000, 0.000000,  0.001995 , -0.000045,NPC2 , 2 , 50.665940 , 0.000000 , 0.000000 , 8.215034 , 61.012777 , -0.058385 , 61.044008 , -8.000000, 1.566938, 0.000000, 0.000000,  0.001721 , -0.000016,NPC3 , 3 , 40.949505 , 0.000000 , 0.000000 , 12.095450 , 103.108614 , -0.143616 , 103.165421 , -11.700000, 1.566005, 0.000000, 0.000000,  0.002235 , -0.000028,NPC4 , 4 , 25.058981 , 0.000000 , 0.000000 , 8.947706 , 190.224617 , -0.329689 , 190.292654 , -8.000000, 1.562587, 0.000000, 0.000000,  0.001863 , -0.000050,MS1 , 5 , 0.000000 , 0.000000 , 0.000000 , 17.273021 , 299.760818 , -0.527586 , 300.000000 , -15.075000, 1.555571, 0.000000, 0.000000,  0.001923 , -0.000090,MS2 , 6 , 0.000000 , 0.000000 , 0.000000 , 23.378392 , 499.074109 , -0.840372 , 500.000000 , -15.075000, 1.516886, 0.000000, 0.000000,  0.000500 , -0.000320,
3409 , 9.340000 , Ego , 0 , 40.000000 , 0.000000 , 210.252609 , 8.726664 , 173.549247 , -0.297843 , 173.627047 , -7.909127, 1.566092, 0.002707, 0.002707, 0.001964 , -0.000046 ,NPC1 , 1 , 24.307550 , 0.000000 , 0.000000 , 5.215710 , 169.897956 , -0.290535 , 169.931842 , -4.425000, 1.563553, 0.000000, 0.000000,  0.001991 , -0.000045,NPC2 , 2 , 51.352697 , 0.000000 , 0.000000 , 8.219205 , 62.091032 , -0.060251 , 62.122415 , -8.000000, 1.566920, 0.000000, 0.000000,  0.001741 , -0.000017,NPC3 , 3 , 41.504692 , 0.000000 , 0.000000 , 12.099636 , 103.979918 , -0.145566 , 104.037020 , -11.700000, 1.565981, 0.000000, 0.000000,  0.002240 , -0.000028,NPC4 , 4 , 25.398846 , 0.000000 , 0.000000 , 8.952090 , 190.757764 , -0.330682 , 190.826030 , -8.000000, 1.562561, 0.000000, 0.000000,  0.001860 , -0.000050,MS1 , 5 , 0.000000 , 0.000000 , 0.000000 , 17.273021 , 299.760818 , -0.527586 , 300.000000 , -15.075000, 1.555571, 0.000000, 0.000000,  0.001923 , -0.000090,MS2 , 6 , 0.000000 , 0.000000 , 0.000000 , 23.378392 , 499.074109 , -0.840372 , 500.000000 , -15.075000, 1.516886, 0.000000, 0.000000,  0.000500 , -0.000320,
3416 , 9.360000 , Ego , 0 , 40.000000 , 0.000000 , 212.538315 , 8.730428 , 174.349238 , -0.299412 , 174.427037 , -7.906946, 1.566092, 0.002744, 0.002744, 0.001959 , -0.000046 ,NPC1 , 1 , 24.616884 , 0.000000 , 0.000000 , 5.219281 , 170.390184 , -0.291515 , 170.424179 , -4.425000, 1.563531, 0.000000, 0.000000,  0.001987 , -0.000045,NPC2 , 2 , 52.005916 , 0.000000 , 0.000000 , 8.223245 , 63.131002 , -0.062072 , 63.162533 , -8.000000, 1.566902, 0.000000, 0.000000,  0.001760 , -0.000017,NPC3 , 3 , 42.032727 , 0.000000 , 0.000000 , 12.103693 , 104.820286 , -0.147451 , 104.877674 , -11.700000, 1.565957, 0.000000, 0.000000,  0.002244 , -0.000028,NPC4 , 4 , 25.722064 , 0.000000 , 0.000000 , 8.956331 , 191.271984 , -0.331638 , 191.340471 , -8.000000, 1.562535, 0.000000, 0.000000,  0.001857 , -0.000050,MS1 , 5 , 0.000000 , 0.000000 , 0.000000 , 17.273021 , 299.760818 , -0.527586 , 300.000000 , -15.075000, 1.555571, 0.000000, 0.000000,  0.001923 , -0.000090,MS2 , 6 , 0.000000 , 0.000000 , 0.000000 , 23.378392 , 499.074109 , -0.840372 , 500.000000 , -15.075000, 1.516886, 0.000000, 0.000000,  0.000500 , -0.000320,
3423 , 9.380000 , Ego , 0 , 40.000000 , 0.000000 , 214.824036 , 8.734191 , 175.149229 , -0.300977 , 175.227028 , -7.904737, 1.566092, 0.002781, 0.002781, 0.001953 , -0.000046 ,NPC1 , 1 , 24.926194 , 0.000000 , 0.000000 , 5.222907 , 170.888597 , -0.292505 , 170.922703 , -4.425000, 1.563508, 0.000000, 0.000000,  0.001984 , -0.000045,NPC2 , 2 , 52.659081 , 0.000000 , 0.000000 , 8.227355 , 64.184031 , -0.063935 , 64.215715 , -8.000000, 1.566884, 0.000000, 0.000000,  0.001778 , -0.000017,NPC3 , 3 , 42.560718 , 0.000000 , 0.000000 , 12.107821 , 105.671207 , -0.149363 , 105.728889 , -11.700000, 1.565933, 0.000000, 0.000000,  0.002248 , -0.000029,NPC4 , 4 , 26.045257 , 0.000000 , 0.000000 , 8.960640 , 191.792665 , -0.332605 , 191.861376 , -8.000000, 1.562509, 0.000000, 0.000000,  0.001855 , -0.000050,MS1 , 5 , 0.000000 , 0.000000 , 0.000000 , 17.273021 , 299.760818 , -0.527586 , 300.000000 , -15.075000, 1.555571, 0.000000, 0.000000,  0.001923 , -0.000090,MS2 , 6 , 0.000000 , 0.000000 , 0.000000 , 23.378392 , 499.074109 , -0.840372 , 500.000000 , -15.075000, 1.516886, 0.000000, 0.000000,  0.000500 , -0.000320,
3430 , 9.399000 , Ego , 0 , 40.000000 , 0.000000 , 216.995468 , 8.737767 , 175.909221 , -0.302459 , 175.987019 , -7.902610, 1.566092, 0.002816, 0.002816, 0.001948 , -0.000046 ,NPC1 , 1 , 25.219611 , 0.000000 , 0.000000 , 5.226404 , 171.367662 , -0.293454 , 171.401876 , -4.425000, 1.563486, 0.000000, 0.000000,  0.001980 , -0.000045,NPC2 , 2 , 53.278782 , 0.000000 , 0.000000 , 8.231324 , 65.196179 , -0.065744 , 65.228012 , -8.000000, 1.566867, 0.000000, 0.000000,  0.001796 , -0.000018,NPC3 , 3 , 43.061618 , 0.000000 , 0.000000 , 12.111808 , 106.489094 , -0.151204 , 106.547059 , -11.700000, 1.565909, 0.000000, 0.000000,  0.002252 , -0.000029,NPC4 , 4 , 26.351841 , 0.000000 , 0.000000 , 8.964794 , 192.293133 , -0.333533 , 192.362061 , -8.000000, 1.562484, 0.000000, 0.000000,  0.001852 , -0.000050,MS1 , 5 , 0.000000 , 0.000000 , 0.000000 , 17.273021 , 299.760818 , -0.527586 , 300.000000 , -15.075000, 1.555571, 0.000000, 0.000000,  0.001923 , -0.000090,MS2 , 6 , 0.000000 , 0.000000 , 0.000000 , 23.378392 , 499.074109 , -0.840372 , 500.000000 , -15.075000, 1.516886, 0.000000, 0.000000,  0.000500 , -0.000320,
3437 , 9.419000 , Ego , 0 , 40.000000 , 0.000000 , 219.281174 , 8.741530 , 176.709212 , -0.304016 , 176.787009 , -7.900342, 1.566092, 0.002853, 0.002853, 0.001943 , -0.000047 ,NPC1 , 1 , 25.528883 , 0.000000 , 0.000000 , 5.230142 , 171.878125 , -0.294464 , 171.912454 , -4.425000, 1.563463, 0.000000, 0.000000,  0.001977 , -0.000046,NPC2 , 2 , 53.931853 , 0.000000 , 0.000000 , 8.235572 , 66.274655 , -0.067692 , 66.306649 , -8.000000, 1.566847, 0.000000, 0.000000,  0.001815 , -0.000018,NPC3 , 3 , 43.589533 , 0.000000 , 0.000000 , 12.116078 , 107.360581 , -0.153170 , 107.418850 , -11.700000, 1.565884, 0.000000, 0.000000,  0.002256 , -0.000029,NPC4 , 4 , 26.674993 , 0.000000 , 0.000000 , 8.969234 , 192.826402 , -0.334521 , 192.895561 , -8.000000, 1.562457, 0.000000, 0.000000,  0.001850 , -0.000050,MS1 , 5 , 0.000000 , 0.000000 , 0.000000 , 17.273021 , 299.760818 , -0.527586 , 300.000000 , -15.075000, 1.555571, 0.000000, 0.000000,  0.001923 , -0.000090,MS2 , 6 , 0.000000 , 0.000000 , 0.000000 , 23.378392 , 499.074109 , -0.840372 , 500.000000 , -15.075000, 1.516886, 0.000000, 0.000000,  0.000500 , -0.000320,
3444 , 9.439000 , Ego , 0 , 40.000000 , 0.000000 , 221.566895 , 8.745294 , 177.509203 , -0.305568 , 177.587000 , -7.898044, 1.566092, 0.002891, 0.002891, 0.001937 , -0.000047 ,NPC1 , 1 , 25.838130 , 0.000000 , 0.000000 , 5.233936 , 172.394772 , -0.295485 , 172.429216 , -4.425000, 1.563440, 0.000000, 0.000000,  0.001973 , -0.000046,NPC2 , 2 , 54.584870 , 0.000000 , 0.000000 , 8.239894 , 67.366186 , -0.069683 , 67.398346 , -8.000000, 1.566828, 0.000000, 0.000000,  0.001833 , -0.000018,NPC3 , 3 , 44.117402 , 0.000000 , 0.000000 , 12.120422 , 108.242618 , -0.155162 , 108.301198 , -11.700000, 1.565859, 0.000000, 0.000000,  0.002260 , -0.000029,NPC4 , 4 , 26.998120 , 0.000000 , 0.000000 , 8.973742 , 193.366130 , -0.335519 , 193.435523 , -8.000000, 1.562430, 0.000000, 0.000000,  0.001847 , -0.000050,MS1 , 5 , 0.000000 , 0.000000 , 0.000000 , 17.273021 , 299.760818 , -0.527586 , 300.000000 , -15.075000, 1.555571, 0.000000, 0.000000,  0.001923 , -0.000090,MS2 , 6 , 0.000000 , 0.000000 , 0.000000 , 23.378392 , 499.074109 , -0.840372 , 500.000000 , -15.075000, 1.516886, 0.000000, 0.000000,  0.000500 , -0.000320,
3451 , 9.460000 , Ego , 0 , 40.000000 , 0.000000 , 223.966888 , 8.749246 , 178.349194 , -0.307193 , 178.426990 , -7.895599, 1.566092, 0.002930, 0.002930, 0.001932 , -0.000047 ,NPC1 , 1 , 26.163285 , 0.000000 , 0.000000 , 5.237985 , 172.944076 , -0.296568 , 172.978645 , -4.425000, 1.563414, 0.000000, 0.000000,  0.001969 , -0.000046,NPC2 , 2 , 55.271341 , 0.000000 , 0.000000 , 8.244512 , 68.526705 , -0.071822 , 68.559044 , -8.000000, 1.566806, 0.000000, 0.000000,  0.001853 , -0.000018,NPC3 , 3 , 44.672363 , 0.000000 , 0.000000 , 12.125065 , 109.180404 , -0.157284 , 109.239318 , -11.700000, 1.565831, 0.000000, 0.000000,  0.002264 , -0.000029,NPC4 , 4 , 27.337868 , 0.000000 , 0.000000 , 8.978552 , 193.939975 , -0.336579 , 194.009618 , -8.000000, 1.562401, 0.000000, 0.000000,  0.001844 , -0.000051,MS1 , 5 , 0.000000 , 0.000000 , 0.000000 , 17.273021 , 299.760818 , -0.527586 , 300.000000 , -15.075000, 1.555571, 0.000000, 0.000000,  0.001923 , -0.000090,MS2 , 6 , 0.000000 , 0.000000 , 0.000000 , 23.378392 , 499.074109 , -0.840372 , 500.000000 , -15.075000, 1.516886, 0.000000, 0.000000,  0.000500 , -0.000320,
